id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
1356,1,1,12,24,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31.0,,6.0,0.0,6,5.85793304443359,36
1358,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46.0,115.0,1.0,1.0,7,6.46614503860474,49
1359,0,1,15,24,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30.0,,1.0,1.0,3,6.51471281051636,9
1360,0,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34.0,91.0,1.0,1.0,7,6.52062082290649,49
1361,0,1,12,27,12.0,9.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34.0,103.0,4.0,1.0,9,6.28039598464966,81
1362,0,1,16,31,12.0,10.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46.0,102.0,1.0,1.0,9,6.2614917755127,81
1363,0,1,16,28,10.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38.0,98.0,6.0,1.0,6,6.50278997421265,36
1364,0,1,14,26,12.0,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35.0,,1.0,1.0,6,5.91350317001343,36
1365,0,1,15,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47.0,,6.0,1.0,5,6.48920488357544,25
1371,0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39.0,,,0.0,16,6.55108022689819,256
1374,0,1,18,27,9.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33.0,82.0,6.0,1.0,3,5.7397928237915,9
1375,0,1,9,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44.0,,1.0,1.0,18,6.73459100723267,324
1377,0,1,14,31,10.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47.0,112.0,1.0,1.0,11,6.4922399520874,121
1379,0,1,16,31,8.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41.0,108.0,1.0,1.0,9,6.53958606719971,81
1382,0,1,15,28,,7.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37.0,90.0,1.0,1.0,7,6.35784196853638,49
1389,0,1,17,26,9.0,12.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32.0,,6.0,1.0,3,6.55819797515869,9
1391,0,1,16,27,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38.0,111.0,1.0,1.0,5,5.67675399780273,25
1392,0,1,13,26,8.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24.0,96.0,1.0,1.0,7,6.62007284164429,49
1395,0,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48.0,,1.0,0.0,12,7.27378702163696,144
1396,0,1,16,33,16.0,16.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48.0,127.0,1.0,1.0,11,7.09174203872681,121
1397,0,1,15,33,,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47.0,97.0,1.0,1.0,12,7.37963199615479,144
1399,0,1,14,32,,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50.0,120.0,4.0,1.0,12,6.64509105682373,144
1407,0,1,16,31,14.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41.0,101.0,6.0,1.0,9,6.24027585983276,81
1408,0,1,12,31,,8.0,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38.0,100.0,1.0,0.0,13,6.69084215164185,169
1409,0,1,17,34,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44.0,99.0,1.0,1.0,11,6.86901378631592,121
1411,0,1,12,25,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104.0,1.0,1.0,7,6.51471281051636,49
1413,0,1,13,24,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,398,0,,116.0,1.0,1.0,5,5.98645210266113,25
1416,0,1,14,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,855,0,40.0,120.0,1.0,1.0,13,6.75110101699829,169
1421,0,1,11,25,,9.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,693,0,27.0,95.0,1.0,0.0,8,6.54102993011475,64
1422,0,1,11,24,8.0,9.0,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,27.0,,5.0,0.0,7,6.46302890777588,49
1423,0,1,13,27,10.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,345,0,34.0,99.0,1.0,0.0,8,5.84354400634766,64
1424,0,1,12,27,,,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,561,0,24.0,68.0,5.0,1.0,9,6.32972097396851,81
1425,0,1,12,24,9.0,11.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,684,0,21.0,,1.0,1.0,6,6.52795791625977,36
1428,0,1,16,29,16.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,469,0,49.0,122.0,1.0,1.0,7,6.1506028175354,49
1430,0,1,16,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,300,0,37.0,106.0,6.0,1.0,4,5.70378303527832,16
1431,0,1,18,25,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,37.0,101.0,1.0,1.0,1,6.5117449760437,1
1432,0,1,16,24,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,385,0,29.0,,6.0,1.0,2,5.95324277877808,4
1436,0,1,16,33,8.0,6.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,808,0,45.0,104.0,1.0,1.0,11,6.69456195831299,121
1438,0,1,17,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548,1,40.0,,6.0,1.0,1,6.30627489089966,1
1439,0,1,16,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,38.0,,6.0,1.0,4,6.21460819244385,16
1440,0,1,13,29,11.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,727,1,38.0,99.0,1.0,1.0,10,6.58892583847046,100
1441,0,1,16,28,11.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,524,0,29.0,,1.0,1.0,6,6.2614917755127,36
1445,0,1,15,24,2.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,36.0,,6.0,1.0,3,6.10924816131592,9
1448,0,1,12,28,6.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,755,0,34.0,,1.0,0.0,10,6.62671804428101,100
1449,0,1,12,24,11.0,,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,640,0,37.0,,1.0,0.0,6,6.46146821975708,36
1454,0,1,12,24,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,313,0,30.0,,1.0,1.0,6,5.74620294570923,36
1458,0,1,12,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1425,0,37.0,101.0,1.0,0.0,11,7.26192712783813,121
1459,0,1,12,28,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,761,0,23.0,110.0,6.0,1.0,10,6.63463401794434,100
1460,0,1,12,26,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,35.0,94.0,1.0,1.0,8,6.39693021774292,64
1461,0,1,16,32,12.0,15.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1111,0,42.0,111.0,1.0,1.0,10,7.01301622390747,100
1462,0,1,16,33,13.0,17.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,763,0,50.0,120.0,1.0,1.0,11,6.63725805282593,121
1463,0,1,12,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,45.0,108.0,1.0,1.0,14,6.47697305679321,196
1464,0,1,14,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1155,0,39.0,111.0,1.0,1.0,7,7.05185604095459,49
1465,0,1,12,24,9.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,25.0,,1.0,1.0,6,6.39693021774292,36
1467,0,1,12,29,11.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,555,0,31.0,103.0,1.0,0.0,11,6.31896781921387,121
1468,0,1,11,28,11.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,1,25.0,,1.0,0.0,11,6.29710912704468,121
1469,0,1,11,25,11.0,11.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550,1,31.0,,1.0,0.0,8,6.30991792678833,64
1470,0,1,11,31,,,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,39.0,97.0,1.0,0.0,14,6.68461179733276,196
1472,0,1,11,26,10.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,26.0,97.0,1.0,0.0,9,6.90775489807129,81
1474,0,1,12,31,13.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,864,0,36.0,106.0,1.0,0.0,13,6.76157283782959,169
1475,0,1,13,32,,6.0,346581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,613,0,43.0,109.0,1.0,1.0,13,6.41836500167847,169
1476,0,1,16,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,519,0,27.0,,1.0,1.0,2,6.25190401077271,4
1480,0,1,13,30,,,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,707,0,45.0,96.0,1.0,1.0,11,6.56103086471558,121
1485,0,1,13,26,10.0,10.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,818,1,26.0,79.0,1.0,1.0,7,6.70686197280884,49
1486,0,1,10,25,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,300,0,31.0,62.0,6.0,1.0,9,5.70378303527832,81
1490,1,1,16,30,9.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,702,1,47.0,110.0,1.0,1.0,8,6.55393409729004,64
1491,1,1,16,34,,12.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1322,0,47.0,117.0,1.0,1.0,12,7.1869010925293,144
1492,1,1,12,27,,12.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,380,1,25.0,72.0,1.0,0.0,9,5.9401707649231,81
1495,1,1,11,26,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,400,0,30.0,83.0,6.0,1.0,9,5.99146509170532,81
1496,1,1,11,25,,,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,498,0,22.0,99.0,1.0,1.0,8,6.21059989929199,64
1497,1,1,10,33,,11.0,167813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,663,0,18.0,72.0,1.0,1.0,17,6.49677515029907,289
1498,1,1,10,33,8.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,600,0,29.0,88.0,5.0,0.0,17,6.39693021774292,289
1499,1,1,18,32,16.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1034,0,48.0,123.0,1.0,1.0,8,6.94118976593018,64
1502,1,1,14,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1079,0,23.0,91.0,6.0,1.0,5,6.98378992080688,25
1503,1,1,18,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,400,0,31.0,98.0,6.0,1.0,0,5.99146509170532,0
1504,1,1,16,33,13.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,37.0,119.0,6.0,0.0,11,6.46302890777588,121
1506,1,1,12,32,,8.0,358351,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,0,33.0,87.0,1.0,0.0,14,6.42971897125244,196
1508,1,1,17,30,12.0,11.0,538123,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,49.0,121.0,4.0,1.0,7,6.17586708068848,49
1510,1,1,16,33,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,41.0,,6.0,1.0,11,6.96413612365723,121
1511,1,1,12,26,8.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,545,0,33.0,112.0,1.0,1.0,8,6.30078601837158,64
1512,1,1,14,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,786,0,38.0,113.0,6.0,1.0,6,6.66695690155029,36
1513,1,1,18,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,485,0,38.0,125.0,6.0,1.0,1,6.18414878845215,1
1514,1,1,14,34,11.0,11.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,722,1,45.0,121.0,1.0,1.0,14,6.58202505111694,196
1515,1,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,695,0,47.0,128.0,1.0,1.0,7,6.54391193389893,49
1516,1,1,15,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,549,0,41.0,,4.0,1.0,13,6.30809783935547,169
1517,1,1,15,32,15.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,793,0,36.0,103.0,1.0,1.0,11,6.67582321166992,121
1518,1,1,16,33,18.0,16.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1923,0,48.0,99.0,1.0,1.0,11,7.56164216995239,121
1520,1,1,15,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,793,0,40.0,101.0,1.0,1.0,12,6.67582321166992,144
1521,0,1,15,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,900,0,34.0,117.0,5.0,1.0,7,6.80239486694336,49
1523,0,1,14,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,654,0,41.0,109.0,1.0,1.0,12,6.48310804367065,144
1526,0,1,12,27,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,46.0,73.0,6.0,1.0,9,6.24027585983276,81
1528,0,1,14,29,,12.0,538123,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,384,1,38.0,88.0,4.0,1.0,9,5.95064306259155,81
1529,0,1,16,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,500,0,27.0,116.0,1.0,1.0,5,6.21460819244385,25
1530,0,1,15,25,12.0,11.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,1,40.0,137.0,6.0,1.0,4,6.39859485626221,16
1531,0,1,12,27,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,438,0,40.0,105.0,1.0,1.0,9,6.08221912384033,81
1532,0,1,12,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,42.0,98.0,6.0,1.0,7,6.21460819244385,49
1535,0,1,18,33,,18.0,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1264,0,47.0,122.0,1.0,1.0,9,7.14203596115112,81
1536,0,1,14,26,12.0,14.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,747,0,43.0,104.0,1.0,1.0,6,6.61606502532959,36
1537,0,1,14,27,12.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,29.0,78.0,1.0,1.0,7,6.24027585983276,49
1539,0,1,12,33,,,346581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,700,0,43.0,104.0,1.0,,15,6.55108022689819,225
1541,0,1,16,29,14.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,672,0,38.0,93.0,1.0,1.0,7,6.51025819778442,49
1542,0,1,17,30,,,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,983,1,39.0,87.0,6.0,1.0,7,6.89060878753662,49
1543,0,1,13,29,12.0,12.0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,220,1,35.0,101.0,1.0,1.0,10,5.39362812042236,100
1544,0,1,18,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39.0,134.0,1.0,1.0,9,7.09174203872681,81
1545,0,1,12,30,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,667,0,39.0,85.0,1.0,1.0,12,6.50278997421265,144
1548,0,1,14,28,,,117131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,838,0,41.0,,1.0,1.0,8,6.73101806640625,64
1551,0,1,15,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,1,36.0,104.0,1.0,1.0,4,6.0958251953125,16
1554,0,1,12,25,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,0,25.0,104.0,6.0,1.0,7,6.29710912704468,49
1555,0,1,14,30,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,505,0,41.0,,1.0,1.0,10,6.22455787658691,100
1556,0,1,12,31,,,484311,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,797,0,37.0,107.0,1.0,1.0,13,6.68085479736328,169
1557,0,1,9,24,10.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,357,0,18.0,,1.0,1.0,9,5.87773609161377,81
1558,0,1,12,27,12.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,30.0,93.0,1.0,1.0,9,6.21460819244385,81
1559,0,1,12,34,,8.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,0,47.0,,1.0,1.0,16,6.86901378631592,256
1560,0,1,11,28,6.0,5.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,0,31.0,94.0,6.0,1.0,11,5.85793304443359,121
1561,0,1,15,24,6.0,5.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,313,0,35.0,,6.0,1.0,3,5.74620294570923,9
1562,0,1,16,24,17.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,117,1,34.0,,1.0,1.0,2,4.76217412948608,4
1563,0,1,12,33,10.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,726,0,48.0,109.0,1.0,1.0,15,6.58755016326904,225
1564,0,1,13,33,,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,536,0,31.0,119.0,1.0,0.0,14,6.28413391113281,196
1565,0,1,13,26,12.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,532,0,29.0,98.0,1.0,1.0,7,6.27664279937744,49
1566,0,1,17,28,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,428,1,32.0,103.0,1.0,1.0,5,6.05912303924561,25
1569,0,1,16,34,15.0,13.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1094,0,50.0,,1.0,1.0,12,6.99759578704834,144
1570,0,1,12,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1925,0,45.0,,1.0,1.0,15,7.56268119812012,225
1571,0,1,18,32,10.0,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,850,0,36.0,112.0,1.0,1.0,8,6.74523591995239,64
1574,0,1,12,24,11.0,11.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,365,0,34.0,,6.0,1.0,6,5.89989805221558,36
1575,0,1,16,26,12.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,474,0,29.0,104.0,6.0,1.0,4,6.16120719909668,16
1576,0,1,13,26,11.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,656,0,33.0,96.0,1.0,0.0,7,6.48616123199463,49
1577,0,1,12,25,11.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,440,0,22.0,,6.0,0.0,7,6.0867748260498,49
1578,0,1,14,25,10.0,11.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,38.0,102.0,1.0,1.0,5,6.13556480407715,25
1579,0,0,16,28,9.0,,358554,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,41.0,103.0,1.0,1.0,6,6.5117449760437,36
1580,0,0,12,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1150,0,16.0,,1.0,1.0,6,7.04751682281494,36
1582,0,0,12,31,,,139912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,37.0,95.0,4.0,0.0,13,6.68461179733276,169
1584,0,0,12,25,,12.0,88097,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,460,0,23.0,,6.0,1.0,7,6.13122701644897,49
1586,1,0,12,26,,,358554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,334,0,31.0,93.0,1.0,1.0,8,5.81114101409912,64
1587,1,0,13,26,6.0,8.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,702,0,35.0,122.0,1.0,1.0,7,6.55393409729004,49
1588,1,0,12,25,6.0,8.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,37.0,107.0,4.0,1.0,7,6.2614917755127,49
1591,0,1,7,33,,8.0,398168,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,667,0,37.0,,1.0,1.0,20,6.50278997421265,400
1594,0,1,18,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,48.0,,1.0,1.0,2,6.46302890777588,4
1595,0,1,12,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,40.0,,1.0,1.0,6,6.68461179733276,36
1597,1,1,12,32,,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,30.0,97.0,1.0,0.0,14,6.35784196853638,196
1599,1,1,18,32,12.0,12.0,87597,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,423,0,41.0,115.0,1.0,1.0,8,6.04737186431885,64
1600,1,1,18,29,,,118387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,874,0,42.0,120.0,1.0,1.0,5,6.77307987213135,25
1601,1,1,15,28,,12.0,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,640,0,29.0,103.0,1.0,0.0,7,6.46146821975708,49
1604,0,0,16,29,12.0,14.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1101,0,41.0,106.0,1.0,1.0,7,7.00397396087646,49
1605,0,0,16,26,12.0,14.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,649,0,32.0,96.0,1.0,1.0,4,6.47543287277222,16
1606,0,0,12,26,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,450,0,39.0,114.0,1.0,1.0,8,6.10924816131592,64
1607,0,0,12,33,,9.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,924,0,37.0,,4.0,1.0,15,6.82871198654175,225
1608,0,0,11,27,,9.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,698,0,33.0,86.0,1.0,1.0,10,6.54821920394897,100
1609,0,0,15,34,,,580891,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,505,1,27.0,78.0,1.0,1.0,13,6.22455787658691,169
1610,0,0,16,28,12.0,13.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,556,0,38.0,110.0,1.0,1.0,6,6.32076787948608,36
1611,0,0,17,25,12.0,13.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,375,1,37.0,132.0,6.0,1.0,2,5.92692613601685,4
1612,0,0,15,28,12.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,673,0,34.0,126.0,1.0,1.0,7,6.5117449760437,49
1613,0,0,13,30,8.0,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,308,0,36.0,102.0,1.0,1.0,11,5.73010015487671,121
1614,0,0,12,34,12.0,12.0,346581,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,585,0,41.0,87.0,1.0,1.0,16,6.37161207199097,256
1615,0,0,12,24,12.0,13.0,387287,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,781,0,31.0,89.0,4.0,1.0,6,6.6605749130249,36
1620,0,1,12,27,,8.0,364640,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,656,0,40.0,106.0,1.0,1.0,9,6.48616123199463,81
1621,0,1,12,28,8.0,5.0,405155,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,423,0,43.0,100.0,1.0,1.0,10,6.04737186431885,100
1624,0,1,16,28,12.0,12.0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1282,0,26.0,98.0,1.0,1.0,6,7.15617704391479,36
1627,0,1,12,25,11.0,12.0,354474,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,0,30.0,97.0,1.0,1.0,7,6.86901378631592,49
1628,0,1,12,30,4.0,16.0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,38.0,111.0,1.0,1.0,12,6.68461179733276,144
1630,0,1,12,33,12.0,12.0,352463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,40.0,100.0,1.0,1.0,15,6.62007284164429,225
